Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Brock Purdy,SFO,1,0,10.0,2024,143
Christian McCaffrey,SFO,0,0,10.0,2024,143
Deebo Samuel,SFO,0,0,10.0,2024,143
Jordan Mason,SFO,0,0,10.0,2024,143
Jauan Jennings,SFO,0,0,10.0,2024,143
Ricky Pearsall,SFO,0,0,10.0,2024,143
George Kittle,SFO,0,0,10.0,2024,143
Isaac Guerendo,SFO,0,0,10.0,2024,143
Baker Mayfield,TAM,3,0,10.0,2024,143
Bucky Irving,TAM,0,0,10.0,2024,143
Rachaad White,TAM,0,0,10.0,2024,143
Sterling Shepard,TAM,0,0,10.0,2024,143
Cade Otton,TAM,0,0,10.0,2024,143
Ryan Miller,TAM,0,0,10.0,2024,143
Rakim Jarrett,TAM,0,0,10.0,2024,143
Trey Palmer,TAM,0,0,10.0,2024,143
