Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Trevor Lawrence,JAX,25,37,315,1,0,5,37,32,102.9,5.0,2023,66
Travis Etienne,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Calvin Ridley,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Tank Bigsby,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Christian Kirk,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Jamal Agnew,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Evan Engram,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Zay Jones,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Luke Farrell,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Tim Jones,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Brenton Strange,JAX,0,0,0,0,0,0,0,0,,5.0,2023,66
Josh Allen,BUF,27,40,359,2,1,0,0,48,102.0,5.0,2023,66
Damien Harris,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
Latavius Murray,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
Deonte Harty,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
Trent Sherfield,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
James Cook,BUF,0,0,0,0,0,0,0,0,,5.0,2023,66
