Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Tee Higgins,CIN,9,7,114,1,5.0,108,15.4,6,0.9,14.4,0,,1,11.1,0,155.8,12.0,2022,168
Hayden Hurst,CIN,9,6,57,0,2.0,22,3.7,35,5.8,3.9,1,6.0,0,0.0,0,84.0,12.0,2022,168
Samaje Perine,CIN,7,4,35,0,1.0,-11,-2.8,46,11.5,-2.0,1,4.0,0,0.0,0,70.5,12.0,2022,168
Tyler Boyd,CIN,4,2,16,0,1.0,11,5.5,5,2.5,7.3,0,,0,0.0,0,60.4,12.0,2022,168
Trenton Irwin,CIN,4,1,16,0,1.0,16,16.0,0,0.0,12.5,0,,0,0.0,0,43.7,12.0,2022,168
Trent Taylor,CIN,2,1,8,0,,3,3.0,5,5.0,1.5,0,,0,0.0,0,60.4,12.0,2022,168
Trayveon Williams,CIN,1,1,24,0,1.0,16,16.0,8,8.0,16.0,0,,0,0.0,0,118.7,12.0,2022,168
Treylon Burks,TEN,6,4,70,0,3.0,63,15.8,7,1.8,18.0,0,,0,0.0,0,106.2,12.0,2022,168
Nick Westbrook-Ikhine,TEN,6,4,58,0,2.0,39,9.8,19,4.8,9.3,0,,0,0.0,0,97.9,12.0,2022,168
Derrick Henry,TEN,3,3,79,0,1.0,-4,-1.3,83,27.7,-1.3,0,,0,0.0,0,118.7,12.0,2022,168
Dontrell Hilliard,TEN,3,3,3,0,0.0,1,0.3,2,0.7,0.3,0,,0,0.0,0,79.2,12.0,2022,168
Austin Hooper,TEN,4,3,30,0,2.0,8,2.7,22,7.3,4.0,0,,1,25.0,0,95.8,12.0,2022,168
Chigoziem Okonkwo,TEN,5,3,35,0,2.0,13,4.3,22,7.3,9.4,0,,1,20.0,0,81.2,12.0,2022,168
Robert Woods,TEN,6,2,16,0,2.0,15,7.5,1,0.5,9.3,0,,0,0.0,0,42.4,12.0,2022,168
Geoff Swaim,TEN,1,0,0,0,,0,,0,,1.0,0,,1,100.0,0,39.6,12.0,2022,168
