Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Devin Singletary,BUF,14,72,0,5.0,66,4.7,6,0.4,1,14.0,12.0,2022,165
Josh Allen,BUF,10,78,1,5.0,70,7.0,8,0.8,1,10.0,12.0,2022,165
James Cook,BUF,2,4,0,0.0,4,2.0,0,0.0,0,,12.0,2022,165
Isaiah McKenzie,BUF,2,7,0,0.0,7,3.5,0,0.0,0,,12.0,2022,165
Nyheim Hines,BUF,1,3,0,,3,3.0,0,0.0,0,,12.0,2022,165
Jamaal Williams,DET,18,66,1,4.0,61,3.4,5,0.3,1,18.0,12.0,2022,165
D'Andre Swift,DET,5,19,0,1.0,16,3.2,3,0.6,2,2.5,12.0,2022,165
Justin Jackson,DET,4,4,0,1.0,-7,-1.8,11,2.8,1,4.0,12.0,2022,165
Amon-Ra St. Brown,DET,1,7,0,1.0,7,7.0,0,0.0,0,,12.0,2022,165
