Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Trevor Siemian,CHI,0,0,12.0,2022,174
David Montgomery,CHI,0,0,12.0,2022,174
Darrynton Evans,CHI,0,0,12.0,2022,174
Velus Jones Jr.,CHI,0,0,12.0,2022,174
Chase Claypool,CHI,0,0,12.0,2022,174
Cole Kmet,CHI,1,0,12.0,2022,174
Byron Pringle,CHI,0,0,12.0,2022,174
Dante Pettis,CHI,0,0,12.0,2022,174
Equanimeous St. Brown,CHI,0,0,12.0,2022,174
Trevon Wesco,CHI,0,0,12.0,2022,174
Khari Blasingame,CHI,0,0,12.0,2022,174
Mike White,NYJ,0,0,12.0,2022,174
Braden Mann,NYJ,1,0,12.0,2022,174
Zonovan Knight,NYJ,1,0,12.0,2022,174
Ty Johnson,NYJ,0,0,12.0,2022,174
Michael Carter,NYJ,0,0,12.0,2022,174
Braxton Berrios,NYJ,0,0,12.0,2022,174
Tyler Conklin,NYJ,0,0,12.0,2022,174
C.J. Uzomah,NYJ,0,0,12.0,2022,174
Denzel Mims,NYJ,0,0,12.0,2022,174
Corey Davis,NYJ,0,0,12.0,2022,174
Garrett Wilson,NYJ,0,0,12.0,2022,174
Elijah Moore,NYJ,0,0,12.0,2022,174
