Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Chris Godwin,TAM,13,12,110,1,6.0,43,3.6,67,5.6,5.8,0,,0,0.0,0,127.6,12.0,2022,169
Rachaad White,TAM,9,9,45,0,0.0,-18,-2.0,63,7.0,-2.0,0,,0,0.0,0,87.5,12.0,2022,169
Julio Jones,TAM,4,3,40,0,1.0,31,10.3,9,3.0,16.8,0,,0,0.0,0,106.2,12.0,2022,169
Cameron Brate,TAM,5,2,15,0,,3,1.5,12,6.0,4.6,1,2.0,0,0.0,0,47.9,12.0,2022,169
Mike Evans,TAM,9,2,31,0,1.0,17,8.5,14,7.0,14.4,0,,0,0.0,0,41.4,12.0,2022,169
Ko Kieft,TAM,1,1,5,1,1.0,2,2.0,3,3.0,2.0,0,,0,0.0,0,127.1,12.0,2022,169
Breshad Perriman,TAM,1,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6,12.0,2022,169
Amari Cooper,CLE,12,7,94,0,4.0,58,8.3,36,5.1,15.7,2,3.5,1,8.3,0,83.3,12.0,2022,169
David Njoku,CLE,7,5,29,1,2.0,13,2.6,16,3.2,8.1,0,,1,14.3,0,118.5,12.0,2022,169
David Bell,CLE,6,4,23,0,,15,3.8,8,2.0,3.5,0,,1,16.7,0,73.6,12.0,2022,169
Harrison Bryant,CLE,2,2,9,0,1.0,9,4.5,0,0.0,4.5,0,,0,0.0,0,85.4,12.0,2022,169
Donovan Peoples-Jones,CLE,4,2,16,0,1.0,10,5.0,6,3.0,8.8,0,,0,0.0,0,60.4,12.0,2022,169
Nick Chubb,CLE,1,1,16,0,1.0,1,1.0,15,15.0,1.0,0,,0,0.0,0,118.7,12.0,2022,169
Kareem Hunt,CLE,2,1,6,0,0.0,-1,-1.0,7,7.0,1.0,0,,0,0.0,0,56.2,12.0,2022,169
Anthony Schwartz,CLE,2,1,17,0,1.0,4,4.0,13,13.0,27.0,0,,0,0.0,0,79.2,12.0,2022,169
