Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Joshua Dobbs,TEN,2,1,18.0,2022,257
Derrick Henry,TEN,0,0,18.0,2022,257
Racey McMath,TEN,0,0,18.0,2022,257
Hassan Haskins,TEN,0,0,18.0,2022,257
Chigoziem Okonkwo,TEN,0,0,18.0,2022,257
Robert Woods,TEN,0,0,18.0,2022,257
Austin Hooper,TEN,0,0,18.0,2022,257
Treylon Burks,TEN,0,0,18.0,2022,257
Geoff Swaim,TEN,0,0,18.0,2022,257
Nick Westbrook-Ikhine,TEN,0,0,18.0,2022,257
Jonathan Ward,TEN,0,0,18.0,2022,257
Trevor Lawrence,JAX,1,1,18.0,2022,257
Travis Etienne,JAX,0,0,18.0,2022,257
Jamycal Hasty,JAX,0,0,18.0,2022,257
Christian Kirk,JAX,0,0,18.0,2022,257
Marvin Jones,JAX,0,0,18.0,2022,257
Evan Engram,JAX,0,0,18.0,2022,257
Zay Jones,JAX,0,0,18.0,2022,257
Luke Farrell,JAX,0,0,18.0,2022,257
Jamal Agnew,JAX,0,0,18.0,2022,257
