#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,CLE 24,4,2:32,20,Punt,0,Browns,18.0,2022,263
2,1,6:14,CLE 5,4,3:14,20,Punt,0,Browns,18.0,2022,263
3,1,0:44,CLE 6,4,2:15,38,Punt,0,Browns,18.0,2022,263
4,2,11:24,CLE 29,10,4:57,71,Touchdown,0,Browns,18.0,2022,263
5,2,1:47,CLE 32,2,0:36,4,Interception,0,Browns,18.0,2022,263
6,2,0:38,CLE 25,5,0:38,24,End of Half,0,Browns,18.0,2022,263
7,3,9:04,CLE 20,6,3:22,13,Interception,0,Browns,18.0,2022,263
8,3,3:12,CLE 25,3,2:15,-6,Punt,0,Browns,18.0,2022,263
9,4,14:49,CLE 23,7,4:38,77,Touchdown,0,Browns,18.0,2022,263
10,4,4:37,CLE 15,13,4:37,23,Downs,0,Browns,18.0,2022,263
