Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Dalvin Cook,MIN,11,37,0,2,28,2.5,9,0.8,0,,18.0,2022,262
Alexander Mattison,MIN,10,54,2,7,31,3.1,23,2.3,0,,18.0,2022,262
Ty Chandler,MIN,6,20,0,1,8,1.3,12,2.0,0,,18.0,2022,262
Kene Nwangwu,MIN,5,13,0,1,5,1.0,8,1.6,0,,18.0,2022,262
Nick Mullens,MIN,4,8,0,1,7,1.8,1,0.3,0,,18.0,2022,262
Jalen Reagor,MIN,1,5,0,0,4,4.0,1,1.0,0,,18.0,2022,262
Adam Thielen,MIN,1,4,0,0,3,3.0,1,1.0,0,,18.0,2022,262
Khalil Herbert,CHI,10,50,0,2,38,3.8,12,1.2,0,,18.0,2022,262
David Montgomery,CHI,7,21,0,1,7,1.0,14,2.0,0,,18.0,2022,262
Tim Boyle,CHI,2,-2,0,0,-2,-1.0,0,0.0,0,,18.0,2022,262
Nathan Peterman,CHI,2,7,0,0,6,3.0,1,0.5,0,,18.0,2022,262
Velus Jones Jr.,CHI,1,42,1,1,12,12.0,30,30.0,0,,18.0,2022,262
