Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Steve Avila,G,67,100%,0,0%,2,11%,0,Rams,18.0,2023,271
Alaric Jackson,T,67,100%,0,0%,2,11%,0,Rams,18.0,2023,271
Carson Wentz,QB,67,100%,0,0%,0,0%,0,Rams,18.0,2023,271
Tutu Atwell,WR,62,93%,0,0%,0,0%,0,Rams,18.0,2023,271
Davis Allen,TE,50,75%,0,0%,0,0%,0,Rams,18.0,2023,271
Tremayne Anchrum,G,44,66%,0,0%,2,11%,0,Rams,18.0,2023,271
Ben Skowronek,WR,41,61%,0,0%,16,84%,0,Rams,18.0,2023,271
Rob Havenstein,T,41,61%,0,0%,2,11%,0,Rams,18.0,2023,271
Coleman Shelton,C,41,61%,0,0%,0,0%,0,Rams,18.0,2023,271
Tyler Johnson,WR,36,54%,0,0%,4,21%,0,Rams,18.0,2023,271
Ronnie Rivers,RB,34,51%,0,0%,2,11%,0,Rams,18.0,2023,271
Puka Nacua,WR,29,43%,0,0%,0,0%,0,Rams,18.0,2023,271
Royce Freeman,RB,27,40%,0,0%,12,63%,0,Rams,18.0,2023,271
Warren McClendon,T,26,39%,0,0%,2,11%,0,Rams,18.0,2023,271
Brian Allen,C,26,39%,0,0%,1,5%,0,Rams,18.0,2023,271
Demarcus Robinson,WR,26,39%,0,0%,0,0%,0,Rams,18.0,2023,271
Kevin Dotson,G,23,34%,0,0%,1,5%,0,Rams,18.0,2023,271
Brycen Hopkins,TE,18,27%,0,0%,0,0%,0,Rams,18.0,2023,271
Zach Evans,RB,6,9%,0,0%,8,42%,0,Rams,18.0,2023,271
Austin Trammell,WR,6,9%,0,0%,7,37%,0,Rams,18.0,2023,271
John Johnson,SS,0,0%,51,84%,4,21%,0,Rams,18.0,2023,271
Michael Hoecht,LB,0,0%,50,82%,9,47%,0,Rams,18.0,2023,271
Russ Yeast,SS,0,0%,49,80%,5,26%,0,Rams,18.0,2023,271
Ahkello Witherspoon,CB,0,0%,49,80%,0,0%,0,Rams,18.0,2023,271
Cobie Durant,CB,0,0%,47,77%,7,37%,0,Rams,18.0,2023,271
Byron Young,LB,0,0%,46,75%,1,5%,0,Rams,18.0,2023,271
Christian Rozeboom,LB,0,0%,43,70%,13,68%,0,Rams,18.0,2023,271
Quentin Lake,FS,0,0%,38,62%,4,21%,0,Rams,18.0,2023,271
Kobie Turner,NT,0,0%,37,61%,5,26%,0,Rams,18.0,2023,271
Troy Reeder,LB,0,0%,35,57%,0,0%,0,Rams,18.0,2023,271
Jonah Williams,DE,0,0%,33,54%,7,37%,0,Rams,18.0,2023,271
Desjuan Johnson,DT,0,0%,29,48%,0,0%,0,Rams,18.0,2023,271
Derion Kendrick,CB,0,0%,26,43%,6,32%,0,Rams,18.0,2023,271
Larrell Murchison,DT,0,0%,25,41%,1,5%,0,Rams,18.0,2023,271
Bobby Brown,NT,0,0%,24,39%,4,21%,0,Rams,18.0,2023,271
Jake Hummel,LB,0,0%,17,28%,16,84%,0,Rams,18.0,2023,271
Nick Hampton,LB,0,0%,15,25%,10,53%,0,Rams,18.0,2023,271
Jason Taylor,FS,0,0%,14,23%,8,42%,0,Rams,18.0,2023,271
Jordan Fuller,FS,0,0%,12,20%,1,5%,0,Rams,18.0,2023,271
Earnest Brown IV,DE,0,0%,12,20%,0,0%,0,Rams,18.0,2023,271
Keir Thomas,LB,0,0%,11,18%,0,0%,0,Rams,18.0,2023,271
Tre'Vius Tomlinson,CB,0,0%,8,13%,17,89%,0,Rams,18.0,2023,271
Olakunle Fatukasi,LB,0,0%,0,0%,12,63%,0,Rams,18.0,2023,271
Ethan Evans,P,0,0%,0,0%,8,42%,0,Rams,18.0,2023,271
Carson Tinker,LS,0,0%,0,0%,4,21%,0,Rams,18.0,2023,271
Ochaun Mathis,LB,0,0%,0,0%,4,21%,0,Rams,18.0,2023,271
Brett Maher,K,0,0%,0,0%,2,11%,0,Rams,18.0,2023,271
