Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Brock Purdy,SFO,0,0,16.0,2024,238
Deebo Samuel,SFO,0,0,16.0,2024,238
Patrick Taylor,SFO,0,0,16.0,2024,238
Kyle Juszczyk,SFO,0,0,16.0,2024,238
George Kittle,SFO,0,0,16.0,2024,238
Jauan Jennings,SFO,0,0,16.0,2024,238
Ricky Pearsall,SFO,0,0,16.0,2024,238
Eric Saubert,SFO,0,0,16.0,2024,238
Tua Tagovailoa,MIA,1,0,16.0,2024,238
De'Von Achane,MIA,0,0,16.0,2024,238
Raheem Mostert,MIA,0,0,16.0,2024,238
Jeff Wilson,MIA,0,0,16.0,2024,238
Alec Ingold,MIA,0,0,16.0,2024,238
Jonnu Smith,MIA,0,0,16.0,2024,238
Tyreek Hill,MIA,0,0,16.0,2024,238
Malik Washington,MIA,0,0,16.0,2024,238
River Cracraft,MIA,0,0,16.0,2024,238
Durham Smythe,MIA,0,0,16.0,2024,238
