Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Tyson Campbell,JAX,1,0,0,0,1,0.0,6,6,0,0,0,0,0,0,1,1.0,2023,4
Josh Hines-Allen,JAX,0,0,0,0,0,3.0,10,7,3,3,2,0,0,0,0,1.0,2023,4
Travon Walker,JAX,0,0,0,0,0,1.0,6,3,3,1,1,0,0,0,0,1.0,2023,4
Foyesade Oluokun,JAX,0,0,0,0,1,0.0,13,8,5,0,1,0,0,0,0,1.0,2023,4
Andre Cisco,JAX,0,0,0,0,0,0.0,10,7,3,0,0,0,0,0,1,1.0,2023,4
Rayshawn Jenkins,JAX,0,0,0,0,0,0.0,5,5,0,1,0,0,0,0,0,1.0,2023,4
Roy Robertson-Harris,JAX,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,1.0,2023,4
Folorunso Fatukasi,JAX,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,0,1.0,2023,4
Devin Lloyd,JAX,0,0,0,0,0,0.0,3,1,2,0,0,1,0,0,0,1.0,2023,4
Adam Gotsis,JAX,0,0,0,0,1,0.0,2,2,0,1,0,0,0,0,0,1.0,2023,4
Tre Herndon,JAX,0,0,0,0,1,0.0,1,0,1,0,1,0,0,0,0,1.0,2023,4
Caleb Johnson,JAX,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,1.0,2023,4
Jeremiah Ledbetter,JAX,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1.0,2023,4
Ross Matiscik,JAX,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,1.0,2023,4
Daniel Thomas,JAX,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,1.0,2023,4
Darious Williams,JAX,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,1.0,2023,4
Tank Bigsby,JAX,0,0,0,0,0,0.0,0,0,0,0,0,1,-9,0,0,1.0,2023,4
Angelo Blackson,JAX,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1.0,2023,4
Tony Brown,IND,1,34,0,34,1,0.0,0,0,0,0,0,0,0,0,0,1.0,2023,4
DeForest Buckner,IND,0,0,0,0,0,1.0,7,4,3,1,2,1,26,1,1,1.0,2023,4
Kwity Paye,IND,0,0,0,0,0,1.0,4,3,1,2,1,0,0,0,0,1.0,2023,4
Zaire Franklin,IND,0,0,0,0,1,0.0,17,10,7,0,0,0,0,0,1,1.0,2023,4
Shaquille Leonard,IND,0,0,0,0,0,0.0,8,3,5,1,0,0,0,0,0,1.0,2023,4
Julian Blackmon,IND,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,1.0,2023,4
Dallis Flowers,IND,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,1.0,2023,4
E.J. Speed,IND,0,0,0,0,0,0.0,5,3,2,1,0,0,0,0,1,1.0,2023,4
Grover Stewart,IND,0,0,0,0,0,0.0,5,4,1,1,1,0,0,0,0,1.0,2023,4
Darrell Baker,IND,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,1.0,2023,4
Taven Bryan,IND,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,1.0,2023,4
Kenny Moore,IND,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,1.0,2023,4
Rodney Thomas II,IND,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,1.0,2023,4
Nick Cross,IND,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,1.0,2023,4
Samson Ebukam,IND,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,1.0,2023,4
Eric Johnson,IND,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,1.0,2023,4
Jacob Martin,IND,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1.0,2023,4
Grant Stuard,IND,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,1.0,2023,4
Dayo Odeyingbo,IND,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1.0,2023,4
