Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Mitchell Trubisky,PIT,6,9,1,4,15.0,2022,214
Najee Harris,PIT,24,86,1,10,15.0,2022,214
Jaylen Warren,PIT,11,38,1,9,15.0,2022,214
Steven Sims,PIT,2,19,0,22,15.0,2022,214
Diontae Johnson,PIT,1,2,0,2,15.0,2022,214
Derek Watt,PIT,1,2,0,2,15.0,2022,214
George Pickens,PIT,0,0,0,0,15.0,2022,214
Zach Gentry,PIT,0,0,0,0,15.0,2022,214
Gunner Olszewski,PIT,0,0,0,0,15.0,2022,214
Miles Boykin,PIT,0,0,0,0,15.0,2022,214
Sam Darnold,CAR,2,2,0,3,15.0,2022,214
Chuba Hubbard,CAR,4,10,0,3,15.0,2022,214
D'Onta Foreman,CAR,10,9,0,5,15.0,2022,214
D.J. Moore,CAR,0,0,0,0,15.0,2022,214
Terrace Marshall Jr.,CAR,0,0,0,0,15.0,2022,214
Shi Smith,CAR,0,0,0,0,15.0,2022,214
Tommy Tremble,CAR,0,0,0,0,15.0,2022,214
Laviska Shenault Jr.,CAR,0,0,0,0,15.0,2022,214
