Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Ty Nsekhe,T,45,100%,0,0%,3,14%,0,Rams,15.0,2022,224
Rob Havenstein,T,45,100%,0,0%,3,14%,0,Rams,15.0,2022,224
Matt Skura,C,45,100%,0,0%,3,14%,0,Rams,15.0,2022,224
Baker Mayfield,QB,45,100%,0,0%,0,0%,0,Rams,15.0,2022,224
Coleman Shelton,G,45,100%,0,0%,0,0%,0,Rams,15.0,2022,224
Van Jefferson,WR,44,98%,0,0%,0,0%,0,Rams,15.0,2022,224
Oday Aboushi,G,43,96%,0,0%,3,14%,0,Rams,15.0,2022,224
Tyler Higbee,TE,40,89%,0,0%,0,0%,0,Rams,15.0,2022,224
Tutu Atwell,WR,38,84%,0,0%,0,0%,0,Rams,15.0,2022,224
Cam Akers,RB,34,76%,0,0%,0,0%,0,Rams,15.0,2022,224
Ben Skowronek,WR,30,67%,0,0%,0,0%,0,Rams,15.0,2022,224
Austin Trammell,WR,14,31%,0,0%,5,24%,0,Rams,15.0,2022,224
Brandon Powell,WR,8,18%,0,0%,10,48%,0,Rams,15.0,2022,224
Malcolm Brown,RB,7,16%,0,0%,13,62%,0,Rams,15.0,2022,224
Brycen Hopkins,TE,5,11%,0,0%,0,0%,0,Rams,15.0,2022,224
Kyren Williams,RB,4,9%,0,0%,4,19%,0,Rams,15.0,2022,224
Brian Allen,C,2,4%,0,0%,0,0%,0,Rams,15.0,2022,224
Lance McCutcheon,WR,1,2%,0,0%,9,43%,0,Rams,15.0,2022,224
Bobby Wagner,LB,0,0%,71,100%,5,24%,0,Rams,15.0,2022,224
Jalen Ramsey,CB,0,0%,71,100%,5,24%,0,Rams,15.0,2022,224
Nick Scott,SS,0,0%,71,100%,2,10%,0,Rams,15.0,2022,224
Troy Hill,CB,0,0%,71,100%,0,0%,0,Rams,15.0,2022,224
Greg Gaines,NT,0,0%,69,97%,0,0%,0,Rams,15.0,2022,224
Taylor Rapp,FS,0,0%,67,94%,2,10%,0,Rams,15.0,2022,224
Jonah Williams,DT,0,0%,66,93%,8,38%,0,Rams,15.0,2022,224
Leonard Floyd,LB,0,0%,66,93%,0,0%,0,Rams,15.0,2022,224
Michael Hoecht,DT,0,0%,55,77%,12,57%,0,Rams,15.0,2022,224
Cobie Durant,CB,0,0%,46,65%,0,0%,0,Rams,15.0,2022,224
Bobby Brown,NT,0,0%,45,63%,8,38%,0,Rams,15.0,2022,224
Ernest Jones,LB,0,0%,34,48%,4,19%,0,Rams,15.0,2022,224
Keir Thomas,LB,0,0%,16,23%,5,24%,0,Rams,15.0,2022,224
Earnest Brown IV,DE,0,0%,11,15%,0,0%,0,Rams,15.0,2022,224
Russ Yeast,FS,0,0%,10,14%,13,62%,0,Rams,15.0,2022,224
Daniel Hardy,LB,0,0%,5,7%,18,86%,0,Rams,15.0,2022,224
T.J. Carter,DE,0,0%,4,6%,0,0%,0,Rams,15.0,2022,224
Quentin Lake,DB,0,0%,2,3%,14,67%,0,Rams,15.0,2022,224
Derion Kendrick,CB,0,0%,1,1%,4,19%,0,Rams,15.0,2022,224
Robert Rochell,CB,0,0%,0,0%,18,86%,0,Rams,15.0,2022,224
Jake Gervase,LB,0,0%,0,0%,18,86%,0,Rams,15.0,2022,224
Christian Rozeboom,LB,0,0%,0,0%,13,62%,0,Rams,15.0,2022,224
Matthew Orzech,LS,0,0%,0,0%,7,33%,0,Rams,15.0,2022,224
Matt Gay,K,0,0%,0,0%,7,33%,0,Rams,15.0,2022,224
Riley Dixon,P,0,0%,0,0%,7,33%,0,Rams,15.0,2022,224
Ronnie Rivers,RB,0,0%,0,0%,5,24%,0,Rams,15.0,2022,224
AJ Arcuri,T,0,0%,0,0%,3,14%,0,Rams,15.0,2022,224
