Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Tyler Huntley,BAL,17,30,138,0,1,3,12,19,54.6,15.0,2022,211
J.K. Dobbins,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
Gus Edwards,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
Justice Hill,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
Devin Duvernay,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
Demarcus Robinson,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
Josh Oliver,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
DeSean Jackson,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
James Proche,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,15.0,2022,211
Deshaun Watson,CLE,18,28,161,1,0,3,21,28,91.5,15.0,2022,211
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
Jacoby Brissett,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
David Njoku,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
Daylen Baldwin,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
Demetric Felton,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
Michael Woods II,CLE,0,0,0,0,0,0,0,0,,15.0,2022,211
