Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Zaire Franklin,IND,0,7,7,100.0%,87.0,12.4,12.4,0.0,118.5,4.0,28.0,59.0,1,0,0,0.0,0,10,2,16.7%,15.0,2022,210
Stephon Gilmore,IND,0,12,6,50.0%,63.0,10.5,5.3,2.0,105.2,6.3,36.0,27.0,0,0,0,0.0,0,7,1,12.5%,15.0,2022,210
Julian Blackmon,IND,1,7,4,57.1%,42.0,10.5,6.0,0.0,35.1,6.1,16.0,26.0,2,0,0,0.0,0,4,2,33.3%,15.0,2022,210
Isaiah Rodgers,IND,0,10,4,40.0%,107.0,26.8,10.7,2.0,119.6,9.6,32.0,75.0,0,0,0,0.0,0,6,1,14.3%,15.0,2022,210
Bobby Okereke,IND,0,5,4,80.0%,31.0,7.8,6.2,0.0,92.5,0.6,0.0,31.0,0,0,0,0.0,0,12,1,7.7%,15.0,2022,210
Rodney McLeod,IND,0,8,3,37.5%,39.0,13.0,4.9,0.0,53.6,13.3,30.0,9.0,1,0,0,0.0,0,7,0,0.0%,15.0,2022,210
Rodney Thomas II,IND,1,5,3,60.0%,91.0,30.3,18.2,0.0,64.6,15.8,38.0,53.0,0,0,0,0.0,0,4,3,42.9%,15.0,2022,210
DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,2,1.0,3,3,0,0.0%,15.0,2022,210
Dayo Odeyingbo,IND,0,0,0,,,,,,,,,,0,0,0,2.0,2,5,0,0.0%,15.0,2022,210
Kwity Paye,IND,0,0,0,,,,,,,,,,0,0,1,1.0,2,6,0,0.0%,15.0,2022,210
Grover Stewart,IND,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%,15.0,2022,210
Yannick Ngakoue,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,15.0,2022,210
Ifeadi Odenigbo,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,15.0,2022,210
Kylen Granson,IND,0,1,0,0.0%,,,0.0,,39.6,8.0,,,0,0,0,0.0,0,0,0,,15.0,2022,210
Dallis Flowers,IND,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,15.0,2022,210
E.J. Speed,IND,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,15.0,2022,210
Camryn Bynum,MIN,0,7,5,71.4%,55.0,11.0,7.9,0.0,94.3,10.3,43.0,12.0,0,0,0,0.0,0,7,0,0.0%,15.0,2022,210
Eric Kendricks,MIN,0,5,4,80.0%,47.0,11.8,9.4,1.0,145.4,3.2,15.0,32.0,5,0,0,1.0,1,12,0,0.0%,15.0,2022,210
Chandon Sullivan,MIN,0,3,3,100.0%,27.0,9.0,9.0,0.0,104.2,8.3,25.0,2.0,2,0,0,0.0,0,6,0,0.0%,15.0,2022,210
Patrick Peterson,MIN,0,7,2,28.6%,21.0,10.5,3.0,0.0,39.6,9.3,18.0,3.0,0,0,0,0.0,0,4,0,0.0%,15.0,2022,210
Duke Shelley,MIN,0,9,2,22.2%,19.0,9.5,2.1,0.0,39.6,9.3,8.0,11.0,0,0,0,0.0,0,3,0,0.0%,15.0,2022,210
Jordan Hicks,MIN,0,1,1,100.0%,13.0,13.0,13.0,0.0,118.7,-6.0,-6.0,19.0,3,1,0,0.0,1,7,0,0.0%,15.0,2022,210
Kris Boyd,MIN,0,1,1,100.0%,0.0,0.0,0.0,0.0,79.2,-1.0,-1.0,1.0,0,0,0,0.0,0,3,0,0.0%,15.0,2022,210
Danielle Hunter,MIN,0,0,0,,,,,,,,,,0,0,3,1.5,5,5,0,0.0%,15.0,2022,210
Za'Darius Smith,MIN,0,0,0,,,,,,,,,,1,0,1,0.5,2,5,0,0.0%,15.0,2022,210
Dalvin Tomlinson,MIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%,15.0,2022,210
Harrison Smith,MIN,0,0,0,,,,,,,,,,4,0,0,0.0,0,4,0,0.0%,15.0,2022,210
Khyiris Tonga,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,6,1,14.3%,15.0,2022,210
D.J. Wonnum,MIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,15.0,2022,210
