Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Kevin Byard,PHI,1,0,0,0,2,0.0,8,8,0,0,0,0,0,0,0,11.0,2023,164
Haason Reddick,PHI,0,0,0,0,0,1.0,4,2,2,1,3,0,0,0,0,11.0,2023,164
Reed Blankenship,PHI,0,0,0,0,0,0.0,8,7,1,0,1,0,0,0,0,11.0,2023,164
Zach Cunningham,PHI,0,0,0,0,1,0.0,7,6,1,0,0,0,0,0,0,11.0,2023,164
Nicholas Morrow,PHI,0,0,0,0,0,0.0,5,4,1,0,0,1,0,0,0,11.0,2023,164
Bradley Roby,PHI,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,1,11.0,2023,164
Milton Williams,PHI,0,0,0,0,0,0.0,5,4,1,1,0,0,0,0,0,11.0,2023,164
Sydney Brown,PHI,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,11.0,2023,164
Darius Slay,PHI,0,0,0,0,2,0.0,4,4,0,0,0,0,0,0,0,11.0,2023,164
Josh Sweat,PHI,0,0,0,0,0,0.0,4,2,2,0,3,0,0,0,0,11.0,2023,164
Jalen Carter,PHI,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,11.0,2023,164
Jordan Davis,PHI,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,11.0,2023,164
Josh Jobe,PHI,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,11.0,2023,164
James Bradberry,PHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2023,164
Fletcher Cox,PHI,0,0,0,0,0,0.0,1,0,1,0,2,0,0,0,0,11.0,2023,164
Jack Stoll,PHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2023,164
Marlon Tuipulotu,PHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2023,164
Ben VanSumeren,PHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2023,164
Jalen Hurts,PHI,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,11.0,2023,164
L'Jarius Sneed,KAN,1,0,0,0,2,0.0,3,2,1,0,0,0,0,0,0,11.0,2023,164
Chris Jones,KAN,0,0,0,0,0,2.0,5,5,0,4,2,0,0,0,0,11.0,2023,164
Trent McDuffie,KAN,0,0,0,0,1,2.0,4,4,0,2,1,0,0,0,1,11.0,2023,164
George Karlaftis III,KAN,0,0,0,0,0,1.0,3,2,1,0,1,0,0,0,0,11.0,2023,164
Justin Reid,KAN,0,0,0,0,0,0.0,7,7,0,1,0,0,0,0,0,11.0,2023,164
Drue Tranquill,KAN,0,0,0,0,0,0.0,7,5,2,1,0,0,0,0,0,11.0,2023,164
Leo Chenal,KAN,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,11.0,2023,164
Mike Edwards,KAN,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,11.0,2023,164
Willie Gay Jr.,KAN,0,0,0,0,0,0.0,3,3,0,1,0,0,0,0,0,11.0,2023,164
Michael Danna,KAN,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,11.0,2023,164
Felix Anudike-Uzomah,KAN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,11.0,2023,164
Chamarri Conner,KAN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2023,164
Bryan Cook,KAN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,11.0,2023,164
Matt Dickerson,KAN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,11.0,2023,164
Noah Gray,KAN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2023,164
Charles Omenihu,KAN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2023,164
Jaylen Watson,KAN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,11.0,2023,164
