Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Aidan O'Connell,LVR,0,0,11.0,2023,156
Josh Jacobs,LVR,0,0,11.0,2023,156
Davante Adams,LVR,0,0,11.0,2023,156
Jakobi Meyers,LVR,0,0,11.0,2023,156
Michael Mayer,LVR,0,0,11.0,2023,156
Hunter Renfrow,LVR,0,0,11.0,2023,156
Ameer Abdullah,LVR,0,0,11.0,2023,156
Austin Hooper,LVR,0,0,11.0,2023,156
Tre Tucker,LVR,0,0,11.0,2023,156
Tua Tagovailoa,MIA,1,1,11.0,2023,156
Raheem Mostert,MIA,0,0,11.0,2023,156
Salvon Ahmed,MIA,0,0,11.0,2023,156
De'Von Achane,MIA,0,0,11.0,2023,156
Tyreek Hill,MIA,0,0,11.0,2023,156
Jaylen Waddle,MIA,0,0,11.0,2023,156
Robbie Chosen,MIA,0,0,11.0,2023,156
Cedrick Wilson Jr.,MIA,0,0,11.0,2023,156
Alec Ingold,MIA,0,0,11.0,2023,156
Julian Hill,MIA,1,1,11.0,2023,156
