Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Justin Fields,CHI,1,0,11.0,2023,157
Khalil Herbert,CHI,0,0,11.0,2023,157
Roschon Johnson,CHI,0,0,11.0,2023,157
D'Onta Foreman,CHI,0,0,11.0,2023,157
D.J. Moore,CHI,0,0,11.0,2023,157
Darnell Mooney,CHI,0,0,11.0,2023,157
Cole Kmet,CHI,0,0,11.0,2023,157
Equanimeous St. Brown,CHI,0,0,11.0,2023,157
Tyler Scott,CHI,1,1,11.0,2023,157
Marcedes Lewis,CHI,0,0,11.0,2023,157
Jared Goff,DET,0,0,11.0,2023,157
David Montgomery,DET,0,0,11.0,2023,157
Jahmyr Gibbs,DET,0,0,11.0,2023,157
Amon-Ra St. Brown,DET,0,0,11.0,2023,157
Jameson Williams,DET,0,0,11.0,2023,157
Sam LaPorta,DET,0,0,11.0,2023,157
Josh Reynolds,DET,0,0,11.0,2023,157
Kalif Raymond,DET,0,0,11.0,2023,157
Donovan Peoples-Jones,DET,0,0,11.0,2023,157
