Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Andy Dalton,NOR,0,0,13.0,2022,195
Taysom Hill,NOR,0,0,13.0,2022,195
Mark Ingram,NOR,0,0,13.0,2022,195
Alvin Kamara,NOR,0,0,13.0,2022,195
Adam Prentice,NOR,0,0,13.0,2022,195
Rashid Shaheed,NOR,1,0,13.0,2022,195
Chris Olave,NOR,0,0,13.0,2022,195
Adam Trautman,NOR,0,0,13.0,2022,195
Jarvis Landry,NOR,1,0,13.0,2022,195
Marquez Callaway,NOR,0,0,13.0,2022,195
Tom Brady,TAM,0,0,13.0,2022,195
Leonard Fournette,TAM,0,0,13.0,2022,195
Rachaad White,TAM,1,1,13.0,2022,195
Chris Godwin,TAM,0,0,13.0,2022,195
Mike Evans,TAM,0,0,13.0,2022,195
Julio Jones,TAM,0,0,13.0,2022,195
Cade Otton,TAM,0,0,13.0,2022,195
Ko Kieft,TAM,0,0,13.0,2022,195
Russell Gage,TAM,0,0,13.0,2022,195
Scott Miller,TAM,0,0,13.0,2022,195
