Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Leonard Fournette,TAM,21,127,0,6.0,81,3.9,46,2.2,2,10.5,1.0,2022,15
Rachaad White,TAM,6,14,0,1.0,8,1.3,6,1.0,1,6.0,1.0,2022,15
Tom Brady,TAM,2,-1,0,0.0,-1,-0.5,0,0.0,0,,1.0,2022,15
Julio Jones,TAM,2,17,0,2.0,14,7.0,3,1.5,0,,1.0,2022,15
Jaelon Darden,TAM,1,2,0,,2,2.0,0,0.0,0,,1.0,2022,15
Breshad Perriman,TAM,1,-7,0,,-7,-7.0,0,0.0,0,,1.0,2022,15
Ezekiel Elliott,DAL,10,52,0,3.0,23,2.3,29,2.9,0,,1.0,2022,15
Tony Pollard,DAL,6,8,0,,2,0.3,6,1.0,0,,1.0,2022,15
Dak Prescott,DAL,2,11,0,1.0,11,5.5,0,0.0,0,,1.0,2022,15
