Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Baker Mayfield,CAR,0,0,0,0,9.0,2022,129
P.J. Walker,CAR,1,6,0,6,9.0,2022,129
D'Onta Foreman,CAR,7,23,0,6,9.0,2022,129
Spencer Brown,CAR,3,16,0,7,9.0,2022,129
Raheem Blackshear,CAR,5,13,1,5,9.0,2022,129
Laviska Shenault Jr.,CAR,2,6,0,4,9.0,2022,129
Terrace Marshall Jr.,CAR,0,0,0,0,9.0,2022,129
D.J. Moore,CAR,0,0,0,0,9.0,2022,129
Shi Smith,CAR,0,0,0,0,9.0,2022,129
Tommy Tremble,CAR,0,0,0,0,9.0,2022,129
Giovanni Ricci,CAR,0,0,0,0,9.0,2022,129
Joe Burrow,CIN,4,9,1,4,9.0,2022,129
Brandon Allen,CIN,3,-1,0,2,9.0,2022,129
Joe Mixon,CIN,22,153,4,29,9.0,2022,129
Samaje Perine,CIN,6,51,0,29,9.0,2022,129
Trent Taylor,CIN,3,18,0,9,9.0,2022,129
Trenton Irwin,CIN,1,11,0,11,9.0,2022,129
Tee Higgins,CIN,0,0,0,0,9.0,2022,129
Tyler Boyd,CIN,0,0,0,0,9.0,2022,129
Hayden Hurst,CIN,0,0,0,0,9.0,2022,129
Devin Asiasi,CIN,0,0,0,0,9.0,2022,129
