Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Aaron Rodgers,GNB,0,0,0,0,7.0,2022,101
Aaron Jones,GNB,8,23,0,8,7.0,2022,101
AJ Dillon,GNB,4,15,0,7,7.0,2022,101
Allen Lazard,GNB,0,0,0,0,7.0,2022,101
Sammy Watkins,GNB,0,0,0,0,7.0,2022,101
Robert Tonyan,GNB,0,0,0,0,7.0,2022,101
Amari Rodgers,GNB,0,0,0,0,7.0,2022,101
Samori Toure,GNB,0,0,0,0,7.0,2022,101
Romeo Doubs,GNB,0,0,0,0,7.0,2022,101
Taylor Heinicke,WAS,2,4,0,5,7.0,2022,101
Brian Robinson Jr.,WAS,20,73,0,24,7.0,2022,101
Antonio Gibson,WAS,10,59,0,20,7.0,2022,101
Curtis Samuel,WAS,5,26,0,16,7.0,2022,101
J.D. McKissic,WAS,1,4,0,4,7.0,2022,101
Terry McLaurin,WAS,0,0,0,0,7.0,2022,101
Armani Rogers,WAS,0,0,0,0,7.0,2022,101
Cam Sims,WAS,0,0,0,0,7.0,2022,101
Dax Milne,WAS,0,0,0,0,7.0,2022,101
Cole Turner,WAS,0,0,0,0,7.0,2022,101
