Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Bo Nix,DEN,0,0,3.0,2024,36
Tyler Badie,DEN,0,0,3.0,2024,36
Javonte Williams,DEN,1,1,3.0,2024,36
Jaleel McLaughlin,DEN,0,0,3.0,2024,36
Courtland Sutton,DEN,0,0,3.0,2024,36
Lil'Jordan Humphrey,DEN,0,0,3.0,2024,36
Josh Reynolds,DEN,0,0,3.0,2024,36
Adam Trautman,DEN,0,0,3.0,2024,36
Troy Franklin,DEN,0,0,3.0,2024,36
Marvin Mims,DEN,0,0,3.0,2024,36
Nate Adkins,DEN,0,0,3.0,2024,36
Baker Mayfield,TAM,0,0,3.0,2024,36
Bucky Irving,TAM,0,0,3.0,2024,36
Rachaad White,TAM,0,0,3.0,2024,36
Sean Tucker,TAM,0,0,3.0,2024,36
Chris Godwin,TAM,0,0,3.0,2024,36
Cade Otton,TAM,1,1,3.0,2024,36
Mike Evans,TAM,0,0,3.0,2024,36
Payne Durham,TAM,0,0,3.0,2024,36
Jalen McMillan,TAM,0,0,3.0,2024,36
Trey Palmer,TAM,0,0,3.0,2024,36
