Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Javonte Williams,DEN,11,42,0,2.0,31,2.8,11,1.0,0,,3.0,2023,38
Jaleel McLaughlin,DEN,5,15,0,,15,3.0,0,0.0,0,,3.0,2023,38
Samaje Perine,DEN,3,9,0,,9,3.0,0,0.0,0,,3.0,2023,38
Marvin Mims,DEN,1,3,0,0.0,3,3.0,0,0.0,0,,3.0,2023,38
De'Von Achane,MIA,18,203,2,6.0,156,8.7,47,2.6,0,,3.0,2023,38
Raheem Mostert,MIA,13,82,3,5.0,50,3.8,32,2.5,1,13.0,3.0,2023,38
Chris Brooks,MIA,9,66,0,1.0,21,2.3,45,5.0,1,9.0,3.0,2023,38
Alec Ingold,MIA,2,0,0,,0,0.0,0,0.0,0,,3.0,2023,38
Mike White,MIA,1,-1,0,0.0,-1,-1.0,0,0.0,0,,3.0,2023,38
