Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Jon Runyan Jr.,G,62,100%,0,0%,2,8%,0,Packers,3.0,2022,46
Royce Newman,T,62,100%,0,0%,2,8%,0,Packers,3.0,2022,46
Elgton Jenkins,G,62,100%,0,0%,0,0%,0,Packers,3.0,2022,46
Aaron Rodgers,QB,62,100%,0,0%,0,0%,0,Packers,3.0,2022,46
Josh Myers,C,59,95%,0,0%,0,0%,0,Packers,3.0,2022,46
Allen Lazard,WR,56,90%,0,0%,1,4%,0,Packers,3.0,2022,46
Romeo Doubs,WR,55,89%,0,0%,1,4%,0,Packers,3.0,2022,46
Aaron Jones,RB,39,63%,0,0%,1,4%,0,Packers,3.0,2022,46
Robert Tonyan,TE,36,58%,0,0%,1,4%,0,Packers,3.0,2022,46
David Bakhtiari,T,35,56%,0,0%,0,0%,0,Packers,3.0,2022,46
AJ Dillon,RB,33,53%,0,0%,1,4%,0,Packers,3.0,2022,46
Yosh Nijman,T,27,44%,0,0%,2,8%,0,Packers,3.0,2022,46
Randall Cobb,WR,25,40%,0,0%,0,0%,0,Packers,3.0,2022,46
Marcedes Lewis,TE,22,35%,0,0%,2,8%,0,Packers,3.0,2022,46
Tyler Davis,TE,19,31%,0,0%,23,92%,0,Packers,3.0,2022,46
Juwann Winfree,WR,13,21%,0,0%,3,12%,0,Packers,3.0,2022,46
Josiah Deguara,TE,9,15%,0,0%,18,72%,0,Packers,3.0,2022,46
Amari Rodgers,WR,3,5%,0,0%,11,44%,0,Packers,3.0,2022,46
Jake Hanson,C,3,5%,0,0%,2,8%,0,Packers,3.0,2022,46
Adrian Amos,FS,0,0%,65,100%,6,24%,0,Packers,3.0,2022,46
Eric Stokes,CB,0,0%,65,100%,5,20%,0,Packers,3.0,2022,46
Darnell Savage Jr.,SS,0,0%,65,100%,3,12%,0,Packers,3.0,2022,46
De'Vondre Campbell,LB,0,0%,65,100%,2,8%,0,Packers,3.0,2022,46
Rasul Douglas,CB,0,0%,63,97%,6,24%,0,Packers,3.0,2022,46
Keisean Nixon,CB,0,0%,57,88%,16,64%,0,Packers,3.0,2022,46
Quay Walker,LB,0,0%,55,85%,7,28%,0,Packers,3.0,2022,46
Preston Smith,LB,0,0%,51,78%,2,8%,0,Packers,3.0,2022,46
Kenny Clark,NT,0,0%,50,77%,2,8%,0,Packers,3.0,2022,46
Rashan Gary,LB,0,0%,43,66%,2,8%,0,Packers,3.0,2022,46
Jarran Reed,DT,0,0%,40,62%,2,8%,0,Packers,3.0,2022,46
Dean Lowry,DE,0,0%,33,51%,4,16%,0,Packers,3.0,2022,46
Kingsley Enagbare,LB,0,0%,23,35%,1,4%,0,Packers,3.0,2022,46
Tedarrell Slaton,DT,0,0%,13,20%,4,16%,0,Packers,3.0,2022,46
Jonathan Garvin,LB,0,0%,12,18%,10,40%,0,Packers,3.0,2022,46
Devonte Wyatt,DT,0,0%,7,11%,6,24%,0,Packers,3.0,2022,46
Jaire Alexander,CB,0,0%,6,9%,0,0%,0,Packers,3.0,2022,46
Shemar Jean-Charles,CB,0,0%,2,3%,17,68%,0,Packers,3.0,2022,46
Isaiah McDuffie,LB,0,0%,0,0%,20,80%,0,Packers,3.0,2022,46
Tipa Galeai,LB,0,0%,0,0%,20,80%,0,Packers,3.0,2022,46
Dallin Leavitt,FS,0,0%,0,0%,20,80%,0,Packers,3.0,2022,46
Rudy Ford,SS,0,0%,0,0%,17,68%,0,Packers,3.0,2022,46
Patrick Taylor,RB,0,0%,0,0%,10,40%,0,Packers,3.0,2022,46
Pat O'Donnell,P,0,0%,0,0%,9,36%,0,Packers,3.0,2022,46
Jack Coco,LS,0,0%,0,0%,9,36%,0,Packers,3.0,2022,46
Mason Crosby,K,0,0%,0,0%,5,20%,0,Packers,3.0,2022,46
