Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Matthew Stafford,LAR,3,2,0,4,3.0,2022,45
Cam Akers,LAR,12,61,1,14,3.0,2022,45
Cooper Kupp,LAR,1,20,1,20,3.0,2022,45
Darrell Henderson,LAR,4,17,0,7,3.0,2022,45
Ben Skowronek,LAR,0,0,0,0,3.0,2022,45
Tyler Higbee,LAR,0,0,0,0,3.0,2022,45
Kendall Blanton,LAR,0,0,0,0,3.0,2022,45
Brandon Powell,LAR,0,0,0,0,3.0,2022,45
Allen Robinson,LAR,0,0,0,0,3.0,2022,45
Tutu Atwell,LAR,0,0,0,0,3.0,2022,45
Kyler Murray,ARI,2,8,0,6,3.0,2022,45
James Conner,ARI,13,39,0,10,3.0,2022,45
Eno Benjamin,ARI,5,16,0,9,3.0,2022,45
Darrel Williams,ARI,1,7,0,7,3.0,2022,45
Marquise Brown,ARI,0,0,0,0,3.0,2022,45
Greg Dortch,ARI,0,0,0,0,3.0,2022,45
Zach Ertz,ARI,0,0,0,0,3.0,2022,45
Andre Baccellia,ARI,0,0,0,0,3.0,2022,45
Andy Isabella,ARI,0,0,0,0,3.0,2022,45
A.J. Green,ARI,0,0,0,0,3.0,2022,45
