Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Amon-Ra St. Brown,DET,9,6,71,1,4.0,51,8.5,20,3.3,6.7,0,,0,0.0,0,127.5,1.0,2023,1
Sam LaPorta,DET,5,5,39,0,2.0,20,4.0,19,3.8,4.0,0,,0,0.0,0,99.2,1.0,2023,1
Josh Reynolds,DET,7,4,80,0,4.0,52,13.0,28,7.0,10.0,0,,1,14.3,0,97.3,1.0,2023,1
Brock Wright,DET,2,2,17,0,,6,3.0,11,5.5,3.0,0,,0,0.0,0,102.1,1.0,2023,1
Jahmyr Gibbs,DET,2,2,18,0,1.0,-6,-3.0,24,12.0,-3.0,0,,0,0.0,0,104.2,1.0,2023,1
Marvin Jones,DET,6,2,8,0,,4,2.0,4,2.0,8.3,0,,2,33.3,0,42.4,1.0,2023,1
Kalif Raymond,DET,1,1,20,0,,17,17.0,3,3.0,17.0,0,,0,0.0,0,118.7,1.0,2023,1
Isiah Pacheco,KAN,4,4,31,0,1.0,-15,-3.8,46,11.5,-3.8,3,1.3,0,0.0,0,99.0,1.0,2023,1
Rashee Rice,KAN,5,3,29,1,2.0,14,4.7,15,5.0,7.6,0,,1,20.0,0,115.8,1.0,2023,1
Noah Gray,KAN,5,3,31,0,1.0,9,3.0,22,7.3,7.2,2,1.5,0,0.0,0,77.9,1.0,2023,1
Blake Bell,KAN,3,2,12,1,1.0,4,2.0,8,4.0,4.3,0,,0,0.0,0,113.9,1.0,2023,1
Marquez Valdes-Scantling,KAN,2,2,48,0,2.0,46,23.0,2,1.0,23.0,0,,0,0.0,0,118.7,1.0,2023,1
Justin Watson,KAN,4,2,45,0,2.0,41,20.5,4,2.0,25.5,0,,0,0.0,0,90.6,1.0,2023,1
Jerick McKinnon,KAN,2,1,10,0,1.0,6,6.0,4,4.0,2.5,0,,1,50.0,0,64.6,1.0,2023,1
Richie James,KAN,2,1,6,0,,5,5.0,1,1.0,21.5,0,,0,0.0,0,56.2,1.0,2023,1
Justyn Ross,KAN,1,1,6,0,,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7,1.0,2023,1
Kadarius Toney,KAN,5,1,1,0,,-3,-3.0,4,4.0,8.2,0,,3,60.0,1,0.0,1.0,2023,1
Clyde Edwards-Helaire,KAN,1,1,7,0,0.0,0,0.0,7,7.0,0.0,1,1.0,0,0.0,0,95.8,1.0,2023,1
Skyy Moore,KAN,3,0,0,0,,0,,0,,9.3,0,,0,0.0,0,39.6,1.0,2023,1
