Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Dak Prescott,DAL,0,0,1.0,2023,15
Cooper Rush,DAL,0,0,1.0,2023,15
Tony Pollard,DAL,1,0,1.0,2023,15
Rico Dowdle,DAL,0,0,1.0,2023,15
KaVontae Turpin,DAL,0,0,1.0,2023,15
Deuce Vaughn,DAL,0,0,1.0,2023,15
CeeDee Lamb,DAL,0,0,1.0,2023,15
Brandin Cooks,DAL,0,0,1.0,2023,15
Jake Ferguson,DAL,0,0,1.0,2023,15
Michael Gallup,DAL,0,0,1.0,2023,15
Jalen Tolbert,DAL,0,0,1.0,2023,15
Peyton Hendershot,DAL,0,0,1.0,2023,15
Daniel Jones,NYG,2,0,1.0,2023,15
Tyrod Taylor,NYG,0,0,1.0,2023,15
Saquon Barkley,NYG,0,0,1.0,2023,15
Matt Breida,NYG,1,0,1.0,2023,15
Gary Brightwell,NYG,0,0,1.0,2023,15
Darren Waller,NYG,0,0,1.0,2023,15
Isaiah Hodgins,NYG,1,1,1.0,2023,15
Lawrence Cager,NYG,0,0,1.0,2023,15
Darius Slayton,NYG,0,0,1.0,2023,15
Parris Campbell,NYG,0,0,1.0,2023,15
Daniel Bellinger,NYG,0,0,1.0,2023,15
Sterling Shepard,NYG,0,0,1.0,2023,15
Jalin Hyatt,NYG,0,0,1.0,2023,15
